best m,c is 1.580000,13.690000 with error 13.832329 in direction 0
best m,c is 1.580000,13.700000 with error 13.828771 in direction 0
best m,c is 1.580000,13.710000 with error 13.825220 in direction 0
best m,c is 1.580000,13.720000 with error 13.821674 in direction 0
best m,c is 1.580000,13.730000 with error 13.818136 in direction 0
best m,c is 1.580000,13.740000 with error 13.814603 in direction 0
best m,c is 1.580000,13.750000 with error 13.811077 in direction 0
best m,c is 1.580000,13.760000 with error 13.807557 in direction 0
best m,c is 1.580000,13.770000 with error 13.804043 in direction 0
best m,c is 1.580000,13.780000 with error 13.800536 in direction 0
best m,c is 1.580000,13.790000 with error 13.797036 in direction 0
best m,c is 1.580000,13.800000 with error 13.793541 in direction 0
best m,c is 1.580000,13.810000 with error 13.790053 in direction 0
best m,c is 1.580000,13.820000 with error 13.786571 in direction 0
best m,c is 1.580000,13.830000 with error 13.783096 in direction 0
best m,c is 1.580000,13.840000 with error 13.779627 in direction 0
best m,c is 1.580000,13.850000 with error 13.776165 in direction 0
best m,c is 1.580000,13.860000 with error 13.772708 in direction 0
best m,c is 1.580000,13.870000 with error 13.769259 in direction 0
best m,c is 1.580000,13.880000 with error 13.765815 in direction 0
best m,c is 1.580000,13.890000 with error 13.762378 in direction 0
best m,c is 1.580000,13.900000 with error 13.758948 in direction 0
best m,c is 1.580000,13.910000 with error 13.755524 in direction 0
best m,c is 1.580000,13.920000 with error 13.752106 in direction 0
best m,c is 1.580000,13.930000 with error 13.748695 in direction 0
best m,c is 1.580000,13.940000 with error 13.745290 in direction 0
best m,c is 1.580000,13.950000 with error 13.741891 in direction 0
best m,c is 1.580000,13.960000 with error 13.738499 in direction 0
best m,c is 1.580000,13.970000 with error 13.735114 in direction 0
best m,c is 1.580000,13.980000 with error 13.731735 in direction 0
best m,c is 1.580000,13.990000 with error 13.728362 in direction 0
best m,c is 1.580000,14.000000 with error 13.724996 in direction 0
best m,c is 1.580000,14.010000 with error 13.721636 in direction 0
best m,c is 1.580000,14.020000 with error 13.718283 in direction 0
best m,c is 1.580000,14.030000 with error 13.714936 in direction 0
best m,c is 1.580000,14.040000 with error 13.711596 in direction 0
best m,c is 1.580000,14.050000 with error 13.708262 in direction 0
best m,c is 1.580000,14.060000 with error 13.704934 in direction 0
best m,c is 1.580000,14.070000 with error 13.701614 in direction 0
best m,c is 1.580000,14.080000 with error 13.698299 in direction 0
best m,c is 1.580000,14.090000 with error 13.694991 in direction 0
best m,c is 1.580000,14.100000 with error 13.691690 in direction 0
best m,c is 1.580000,14.110000 with error 13.688395 in direction 0
best m,c is 1.580000,14.120000 with error 13.685107 in direction 0
best m,c is 1.580000,14.130000 with error 13.681825 in direction 0
best m,c is 1.580000,14.140000 with error 13.678550 in direction 0
best m,c is 1.580000,14.150000 with error 13.675281 in direction 0
best m,c is 1.580000,14.160000 with error 13.672019 in direction 0
best m,c is 1.580000,14.170000 with error 13.668763 in direction 0
best m,c is 1.580000,14.180000 with error 13.665514 in direction 0
best m,c is 1.580000,14.190000 with error 13.662271 in direction 0
best m,c is 1.580000,14.200000 with error 13.659035 in direction 0
best m,c is 1.580000,14.210000 with error 13.655806 in direction 0
best m,c is 1.580000,14.220000 with error 13.652583 in direction 0
best m,c is 1.580000,14.230000 with error 13.649366 in direction 0
best m,c is 1.580000,14.240000 with error 13.646157 in direction 0
best m,c is 1.580000,14.250000 with error 13.642953 in direction 0
best m,c is 1.580000,14.260000 with error 13.639757 in direction 0
best m,c is 1.580000,14.270000 with error 13.636567 in direction 0
best m,c is 1.570000,14.280000 with error 13.633323 in direction 7
best m,c is 1.570000,14.290000 with error 13.629773 in direction 0
best m,c is 1.570000,14.300000 with error 13.626230 in direction 0
best m,c is 1.570000,14.310000 with error 13.622693 in direction 0
best m,c is 1.570000,14.320000 with error 13.619162 in direction 0
best m,c is 1.570000,14.330000 with error 13.615638 in direction 0
best m,c is 1.570000,14.340000 with error 13.612121 in direction 0
best m,c is 1.570000,14.350000 with error 13.608610 in direction 0
best m,c is 1.570000,14.360000 with error 13.605105 in direction 0
best m,c is 1.570000,14.370000 with error 13.601607 in direction 0
best m,c is 1.570000,14.380000 with error 13.598115 in direction 0
best m,c is 1.570000,14.390000 with error 13.594629 in direction 0
best m,c is 1.570000,14.400000 with error 13.591150 in direction 0
best m,c is 1.570000,14.410000 with error 13.587678 in direction 0
best m,c is 1.570000,14.420000 with error 13.584212 in direction 0
best m,c is 1.570000,14.430000 with error 13.580753 in direction 0
